id,factory_no,machine_no,serial_no,part_no,timestamp,status
2980,231203,8682,4320342CL1R0156661577860220,a42CL3R,2002-02-06T07:55:00.000Z,beta_engine
2981,209273,9637,1376942CL6R0156661577860220,a42CL6R,2001-12-31T02:00:00.000Z,beta_engine
2982,274357,15748,3990142CL4R0156661577860220,a42CL7R,2002-01-12T18:46:00.000Z,beta_engine
2983,131641,29996,4245942CL6R0156661577860220,a42CL8R,2002-04-17T04:27:00.000Z,beta_engine
2984,111643,19709,6106042CL2R0156661577860220,a42CL9R,2002-11-16T23:57:00.000Z,beta_engine
2985,131186,47860,3484142CL2R0156661577860220,a42CL5R,2001-12-28T21:48:00.000Z,beta_engine
2986,133270,2472,2398742CL7R0156661577860220,a42CL7R,2001-12-17T06:03:00.000Z,beta_engine
2987,159167,34457,5352542CL3R0156661577860220,a42CL3R,2002-08-23T02:51:00.000Z,beta_engine
2988,164591,34377,691142CL4R0156661577860220,a42CL1R,2001-08-27T12:14:00.000Z,beta_engine
2989,10000,25618,1793742CL3R0156661577860220,a42CL3R,2001-07-18T21:22:00.000Z,beta_engine
2990,647210,13111,3244242CL8R0156661577860220,a42CL3R,2002-11-28T00:42:00.000Z,beta_engine
2991,70366,7211,2492142CL3R0156661577860220,a42CL6R,2002-03-01T23:04:00.000Z,beta_engine
2992,89068,39981,5733942CL1R0156661577860220,a42CL7R,2002-01-18T02:51:00.000Z,beta_engine
2993,17586,26444,2996042CL2R0156661577860220,a42CL2R,2001-11-14T18:57:00.000Z,beta_engine
2994,251063,18283,6338442CL5R0156661577860220,a42CL6R,2002-03-08T15:50:00.000Z,beta_engine
2995,208175,22680,754742CL2R0156661577860220,a42CL2R,2002-04-30T21:38:00.000Z,beta_engine
2996,206151,15311,6316642CL8R0156661577860220,a42CL2R,2002-02-17T12:05:00.000Z,beta_engine
2997,107561,15031,4668642CL1R0156661577860220,a42CL6R,2001-10-07T09:32:00.000Z,beta_engine
2998,73324,15109,303642CL1R0156661577860220,a42CL7R,2002-04-18T02:37:00.000Z,beta_engine
2999,137411,16760,1583242CL9R0156661577860220,a42CL6R,2002-01-27T14:55:00.000Z,beta_engine
3000,64204,6045,2207942CL1R0156661577860220,a42CL6R,2001-07-22T22:07:00.000Z,beta_engine
3001,86206,6355,3579042CL2R0156661577860220,a42CL9R,2002-02-13T16:23:00.000Z,beta_engine
3002,84615,26195,74042CL5R0156661577860220,a42CL6R,2001-08-12T23:00:00.000Z,beta_engine
3003,355736,14043,6380942CL2R0156661577860220,a42CL4R,2002-03-24T06:25:00.000Z,beta_engine
3004,73795,30221,59342CL3R0156661577860220,a42CL1R,2002-12-08T06:30:00.000Z,beta_engine
3005,75339,31998,809142CL3R0156661577860220,a42CL8R,2002-03-25T18:24:00.000Z,beta_engine
3006,207645,16063,733342CL4R0156661577860220,a42CL9R,2001-06-25T05:52:00.000Z,beta_engine
3007,229052,33363,322242CL2R0156661577860220,a42CL3R,2001-09-18T08:06:00.000Z,beta_engine
3008,165482,25671,3557542CL9R0156661577860220,a42CL2R,2002-08-23T10:43:00.000Z,beta_engine
3009,140085,6701,1151042CL5R0156661577860220,a42CL4R,2002-05-25T21:56:00.000Z,beta_engine
3010,31118,24282,4083342CL4R0156661577860220,a42CL6R,2002-10-14T22:36:00.000Z,beta_engine
3011,351984,30274,3923742CL5R0156661577860220,a42CL2R,2001-08-17T07:47:00.000Z,beta_engine
3012,140667,2118,5319342CL3R0156661577860220,a42CL4R,2002-05-05T19:53:00.000Z,beta_engine
3013,440498,9117,5800742CL3R0156661577860220,a42CL5R,2001-12-03T18:43:00.000Z,beta_engine
3014,156414,13849,3870542CL1R0156661577860220,a42CL2R,2001-11-30T21:03:00.000Z,beta_engine
3015,109856,45690,504242CL1R0156661577860220,a42CL5R,2002-05-06T05:48:00.000Z,beta_engine
3016,102291,39027,1671342CL7R0156661577860220,a42CL9R,2002-03-13T21:49:00.000Z,beta_engine
3017,43606,35684,6458642CL1R0156661577860220,a42CL4R,2001-08-04T15:23:00.000Z,beta_engine
3018,310135,9062,2968642CL8R0156661577860220,a42CL2R,2002-06-24T06:43:00.000Z,beta_engine
3019,50826,8076,3312042CL2R0156661577860220,a42CL1R,2002-01-20T12:51:00.000Z,beta_engine
3020,53821,17676,3262742CL5R0156661577860220,a42CL7R,2002-03-12T01:47:00.000Z,beta_engine
3021,38640,12986,3954842CL1R0156661577860220,a42CL8R,2002-03-13T14:43:00.000Z,beta_engine
3022,148368,11293,5667442CL6R0156661577860220,a42CL9R,2001-04-13T15:36:00.000Z,beta_engine
3023,59800,4200,5119642CL2R0156661577860220,a42CL9R,2002-03-30T07:56:00.000Z,beta_engine
3024,118326,4325,4616442CL5R0156661577860220,a42CL5R,2002-02-24T12:35:00.000Z,beta_engine
3025,59880,27977,3365542CL5R0156661577860220,a42CL7R,2002-02-09T10:02:00.000Z,beta_engine
3026,41780,7635,6466742CL1R0156661577860220,a42CL6R,2001-09-13T17:44:00.000Z,beta_engine
3027,38677,8449,4907142CL5R0156661577860220,a42CL7R,2002-01-19T11:23:00.000Z,beta_engine
3028,114812,20327,4083442CL4R0156661577860220,a42CL8R,2001-10-28T02:08:00.000Z,beta_engine
3029,287999,64947,1775142CL4R0156661577860220,a42CL7R,2002-05-03T23:20:00.000Z,beta_engine
3030,112740,35305,2659942CL3R0156661577860220,a42CL2R,2001-04-01T05:24:00.000Z,beta_engine
3031,38286,15811,4001942CL6R0156661577860220,a42CL3R,2002-07-31T19:05:00.000Z,beta_engine
3032,37166,6896,3708642CL3R0156661577860220,a42CL1R,2002-01-26T04:37:00.000Z,beta_engine
3033,137840,6937,3461642CL1R0156661577860220,a42CL5R,2001-03-30T15:45:00.000Z,beta_engine
3034,201062,19288,6430142CL1R0156661577860220,a42CL8R,2002-07-31T23:50:00.000Z,beta_engine
3035,214348,16997,5561342CL8R0156661577860220,a42CL6R,2001-06-20T23:53:00.000Z,beta_engine
3036,89556,11272,3606042CL8R0156661577860220,a42CL4R,2002-07-18T06:41:00.000Z,beta_engine
3037,21830,17139,2959442CL6R0156661577860220,a42CL5R,2002-04-25T10:11:00.000Z,beta_engine
3038,78167,9352,5630342CL9R0156661577860220,a42CL5R,2002-01-14T11:43:00.000Z,beta_engine
3039,106949,3494,2341942CL1R0156661577860220,a42CL2R,2001-11-28T01:27:00.000Z,beta_engine
3040,121560,13312,4578842CL8R0156661577860220,a42CL9R,2002-01-04T12:07:00.000Z,beta_engine
3041,105201,7178,2748042CL1R0156661577860220,a42CL8R,2002-01-15T01:24:00.000Z,beta_engine
3042,137577,28593,1194542CL6R0156661577860220,a42CL3R,2002-01-03T12:01:00.000Z,beta_engine
3043,211257,10795,3671042CL1R0156661577860220,a42CL1R,2002-04-26T03:58:00.000Z,beta_engine
3044,16339,16730,4637842CL8R0156661577860220,a42CL8R,2001-01-13T22:49:00.000Z,beta_engine
3045,20620,23443,6540842CL7R0156661577860220,a42CL7R,2001-10-31T01:08:00.000Z,beta_engine
3046,347690,13018,4723142CL1R0156661577860220,a42CL4R,2001-12-14T11:21:00.000Z,beta_engine
3047,94816,11669,3972542CL6R0156661577860220,a42CL1R,2002-01-04T15:48:00.000Z,beta_engine
3048,86536,19334,6401242CL1R0156661577860220,a42CL6R,2002-07-29T15:50:00.000Z,beta_engine
3049,96738,23050,5770842CL3R0156661577860220,a42CL5R,2001-12-29T23:27:00.000Z,beta_engine
3050,132137,14890,3833342CL6R0156661577860220,a42CL3R,2001-11-10T20:00:00.000Z,beta_engine
3051,114999,10843,6357242CL3R0156661577860220,a42CL4R,2002-11-13T17:13:00.000Z,beta_engine
3052,91416,16070,1759242CL4R0156661577860220,a42CL8R,2002-03-27T01:20:00.000Z,beta_engine
3053,105777,27382,1934342CL5R0156661577860220,a42CL4R,2002-09-19T06:47:00.000Z,beta_engine
3054,72795,36680,6228842CL5R0156661577860220,a42CL9R,2001-07-24T19:23:00.000Z,beta_engine
3055,114412,7621,3007142CL8R0156661577860220,a42CL9R,2001-02-05T08:32:00.000Z,beta_engine
3056,128813,7190,5385242CL3R0156661577860220,a42CL3R,2001-08-11T06:11:00.000Z,beta_engine
3057,65735,27316,21942CL1R0156661577860220,a42CL3R,2002-10-02T05:24:00.000Z,beta_engine
3058,75932,16567,1397742CL6R0156661577860220,a42CL4R,2001-05-25T12:54:00.000Z,beta_engine
3059,27581,8512,2906842CL2R0156661577860220,a42CL1R,2002-01-01T23:15:00.000Z,beta_engine
3060,212997,16188,1583242CL4R0156661577860220,a42CL8R,2001-09-05T06:49:00.000Z,beta_engine
3061,213299,18613,5505342CL3R0156661577860220,a42CL3R,2002-06-12T22:47:00.000Z,beta_engine
3062,69025,9088,3738542CL8R0156661577860220,a42CL5R,2002-12-11T08:22:00.000Z,beta_engine
3063,98062,6499,4626742CL3R0156661577860220,a42CL6R,2002-06-09T15:06:00.000Z,beta_engine
3064,214476,46652,967942CL1R0156661577860220,a42CL3R,2002-04-23T21:59:00.000Z,beta_engine
3065,129562,7882,2318042CL9R0156661577860220,a42CL5R,2002-03-27T15:03:00.000Z,beta_engine
3066,305685,2006,1361242CL6R0156661577860220,a42CL2R,2002-03-14T00:25:00.000Z,beta_engine
3067,265438,14678,6464842CL3R0156661577860220,a42CL8R,2001-07-27T01:10:00.000Z,beta_engine
3068,158703,17311,6329542CL9R0156661577860220,a42CL1R,2002-04-09T19:35:00.000Z,beta_engine
3069,346747,13867,185842CL4R0156661577860220,a42CL9R,2002-07-16T02:28:00.000Z,beta_engine
3070,259991,16331,905442CL9R0156661577860220,a42CL9R,2001-12-27T05:29:00.000Z,beta_engine
3071,68363,10370,6221542CL9R0156661577860220,a42CL6R,2001-05-22T15:10:00.000Z,beta_engine
3072,73450,47802,2785342CL1R0156661577860220,a42CL3R,2001-10-14T10:36:00.000Z,beta_engine
3073,20650,10978,2708642CL2R0156661577860220,a42CL9R,2001-09-20T00:56:00.000Z,beta_engine
3074,45760,25451,4638542CL3R0156661577860220,a42CL5R,2002-03-16T05:34:00.000Z,beta_engine
3075,114341,7322,1079842CL3R0156661577860220,a42CL5R,2001-07-10T15:33:00.000Z,beta_engine
3076,190892,9001,3507442CL1R0156661577860220,a42CL3R,2001-09-10T03:25:00.000Z,beta_engine
3077,193151,7166,5147642CL3R0156661577860220,a42CL1R,2002-07-31T21:08:00.000Z,beta_engine
3078,260201,23372,2549142CL5R0156661577860220,a42CL9R,2002-04-27T18:30:00.000Z,beta_engine
3079,226635,48080,4053442CL8R0156661577860220,a42CL7R,2002-03-16T03:40:00.000Z,beta_engine
3080,49727,16285,4415842CL8R0156661577860220,a42CL3R,2001-08-29T18:34:00.000Z,beta_engine
3081,132067,5671,3095942CL9R0156661577860220,a42CL7R,2001-10-28T00:59:00.000Z,beta_engine
3082,135866,11495,3171342CL7R0156661577860220,a42CL9R,2001-02-06T23:16:00.000Z,beta_engine
3083,145884,20436,3496842CL8R0156661577860220,a42CL4R,2001-08-17T16:02:00.000Z,beta_engine
3084,45561,48170,1602742CL4R0156661577860220,a42CL4R,2001-06-20T03:55:00.000Z,beta_engine
3085,61580,26164,2674842CL3R0156661577860220,a42CL8R,2001-07-28T06:29:00.000Z,beta_engine
3086,21175,8445,562242CL5R0156661577860220,a42CL7R,2001-11-27T23:58:00.000Z,beta_engine
3087,109123,9537,134942CL5R0156661577860220,a42CL7R,2002-03-27T23:08:00.000Z,beta_engine
3088,270314,9435,6211642CL4R0156661577860220,a42CL3R,2001-08-08T23:09:00.000Z,beta_engine
3089,142203,23081,1373642CL7R0156661577860220,a42CL7R,2001-06-13T23:52:00.000Z,beta_engine
3090,95645,26936,1501042CL4R0156661577860220,a42CL7R,2002-06-22T20:13:00.000Z,beta_engine
3091,205964,9345,5680742CL6R0156661577860220,a42CL8R,2002-04-12T10:12:00.000Z,beta_engine
3092,334837,2575,1419442CL9R0156661577860220,a42CL5R,2002-06-22T22:34:00.000Z,beta_engine
3093,221826,5620,4197342CL9R0156661577860220,a42CL3R,2002-02-21T23:45:00.000Z,beta_engine
3094,84627,20346,1719842CL6R0156661577860220,a42CL9R,2002-02-06T01:07:00.000Z,beta_engine
3095,108796,8404,6126242CL5R0156661577860220,a42CL4R,2002-07-24T17:59:00.000Z,beta_engine
3096,200939,7365,1073442CL1R0156661577860220,a42CL9R,2002-05-05T19:15:00.000Z,beta_engine
3097,19929,56281,1021142CL3R0156661577860220,a42CL8R,2002-02-16T15:13:00.000Z,beta_engine
3098,45129,17859,1031942CL7R0156661577860220,a42CL3R,2001-11-08T16:42:00.000Z,beta_engine
3099,82366,52766,648142CL5R0156661577860220,a42CL6R,2001-12-18T19:24:00.000Z,beta_engine
3100,146942,18433,5551942CL2R0156661577860220,a42CL3R,2002-05-18T12:45:00.000Z,beta_engine
3101,203064,32216,2850742CL4R0156661577860220,a42CL2R,2002-06-29T02:35:00.000Z,beta_engine
3102,46625,17600,424242CL7R0156661577860220,a42CL7R,2001-09-28T12:48:00.000Z,beta_engine
3103,156186,12930,2124342CL5R0156661577860220,a42CL6R,2001-09-06T16:33:00.000Z,beta_engine
3104,95386,41141,2433142CL4R0156661577860220,a42CL2R,2001-05-11T15:40:00.000Z,beta_engine
3105,67257,7056,3271642CL4R0156661577860220,a42CL4R,2002-06-23T13:17:00.000Z,beta_engine
3106,104760,10710,4359342CL7R0156661577860220,a42CL2R,2000-12-30T06:32:00.000Z,beta_engine
3107,334582,5931,991942CL2R0156661577860220,a42CL1R,2002-04-17T23:32:00.000Z,beta_engine
3108,128579,56714,3627642CL6R0156661577860220,a42CL5R,2002-12-20T02:37:00.000Z,beta_engine
3109,61468,9009,4295242CL8R0156661577860220,a42CL6R,2001-10-15T13:32:00.000Z,beta_engine
3110,180235,6652,807442CL2R0156661577860220,a42CL8R,2002-03-20T13:37:00.000Z,beta_engine
3111,60436,13204,1333842CL6R0156661577860220,a42CL3R,2001-12-07T04:03:00.000Z,beta_engine
3112,227552,312,1564342CL4R0156661577860220,a42CL3R,2001-07-01T19:59:00.000Z,beta_engine
3113,175136,5732,5771442CL7R0156661577860220,a42CL9R,2001-03-02T19:20:00.000Z,beta_engine
3114,55116,16026,2131142CL3R0156661577860220,a42CL3R,2002-02-26T13:58:00.000Z,beta_engine
3115,109097,63080,1784742CL7R0156661577860220,a42CL3R,2001-10-17T00:24:00.000Z,beta_engine
3116,66411,18108,1906142CL4R0156661577860220,a42CL4R,2003-01-24T15:40:00.000Z,beta_engine
3117,375873,44396,4712942CL5R0156661577860220,a42CL9R,2002-04-04T14:44:00.000Z,beta_engine
3118,28630,32589,6415042CL3R0156661577860220,a42CL9R,2001-12-18T07:47:00.000Z,beta_engine
3119,86388,6733,6245842CL1R0156661577860220,a42CL9R,2002-09-26T21:31:00.000Z,beta_engine
3120,50117,22485,1985742CL4R0156661577860220,a42CL9R,2002-05-13T21:15:00.000Z,beta_engine
3121,216338,14639,5508542CL3R0156661577860220,a42CL2R,2001-12-12T20:59:00.000Z,beta_engine
3122,74506,9162,893542CL8R0156661577860220,a42CL4R,2002-04-24T07:20:00.000Z,beta_engine
3123,354987,31923,4448142CL9R0156661577860220,a42CL9R,2002-03-07T03:15:00.000Z,beta_engine
3124,119462,36207,587542CL5R0156661577860220,a42CL8R,2001-11-05T15:43:00.000Z,beta_engine
3125,69777,32969,89542CL7R0156661577860220,a42CL6R,2001-08-31T23:08:00.000Z,beta_engine
3126,108065,18380,5130442CL6R0156661577860220,a42CL1R,2001-05-31T13:37:00.000Z,beta_engine
3127,140651,39239,6381142CL8R0156661577860220,a42CL6R,2002-09-15T04:15:00.000Z,beta_engine
3128,83915,5541,4014542CL6R0156661577860220,a42CL5R,2001-09-14T17:27:00.000Z,beta_engine
3129,292577,3819,2946642CL5R0156661577860220,a42CL5R,2002-10-06T21:56:00.000Z,beta_engine
3130,221704,13222,4629942CL7R0156661577860220,a42CL9R,2001-12-09T06:25:00.000Z,beta_engine
3131,50782,8393,4098642CL1R0156661577860220,a42CL4R,2001-09-14T20:17:00.000Z,beta_engine
3132,96781,28139,594042CL6R0156661577860220,a42CL4R,2001-09-14T05:07:00.000Z,beta_engine
3133,206974,21787,6308542CL9R0156661577860220,a42CL2R,2001-04-02T02:51:00.000Z,beta_engine
3134,71186,9404,5160542CL8R0156661577860220,a42CL6R,2002-02-25T16:05:00.000Z,beta_engine
3135,395679,24106,2760942CL1R0156661577860220,a42CL8R,2002-06-01T05:16:00.000Z,beta_engine
3136,62323,24782,1958342CL5R0156661577860220,a42CL3R,2001-10-02T20:02:00.000Z,beta_engine
3137,76689,6242,1262642CL5R0156661577860220,a42CL2R,2002-05-08T03:25:00.000Z,beta_engine
3138,76687,10203,2587342CL7R0156661577860220,a42CL8R,2002-05-08T00:59:00.000Z,beta_engine
3139,129106,20713,4480642CL6R0156661577860220,a42CL8R,2001-10-04T09:05:00.000Z,beta_engine
3140,55913,26457,5070342CL7R0156661577860220,a42CL4R,2002-02-14T20:12:00.000Z,beta_engine
3141,104169,18966,2735942CL8R0156661577860220,a42CL2R,2001-06-29T12:45:00.000Z,beta_engine
3142,263748,24983,6086842CL8R0156661577860220,a42CL8R,2002-10-17T19:02:00.000Z,beta_engine
3143,141234,2890,6535242CL6R0156661577860220,a42CL6R,2001-07-22T05:41:00.000Z,beta_engine
3144,111488,13142,2809842CL1R0156661577860220,a42CL8R,2001-07-26T18:01:00.000Z,beta_engine
3145,474330,15234,2855042CL5R0156661577860220,a42CL6R,2001-10-15T17:27:00.000Z,beta_engine
3146,205550,15786,1346242CL1R0156661577860220,a42CL2R,2001-09-04T20:55:00.000Z,beta_engine
3147,466664,13757,1512342CL8R0156661577860220,a42CL7R,2001-03-20T00:48:00.000Z,beta_engine
3148,190295,17783,3865342CL6R0156661577860220,a42CL2R,2001-12-20T11:00:00.000Z,beta_engine
3149,45234,11803,5356542CL6R0156661577860220,a42CL9R,2002-01-06T00:36:00.000Z,beta_engine
3150,188462,18225,2960442CL7R0156661577860220,a42CL3R,2001-05-22T02:58:00.000Z,beta_engine
3151,166449,2650,4660742CL5R0156661577860220,a42CL4R,2001-09-02T03:48:00.000Z,beta_engine
3152,299878,11478,1789842CL7R0156661577860220,a42CL6R,2001-10-08T04:43:00.000Z,beta_engine
3153,69962,26768,3136642CL6R0156661577860220,a42CL6R,2001-06-04T22:44:00.000Z,beta_engine
3154,81059,20150,82842CL7R0156661577860220,a42CL9R,2001-01-25T19:50:00.000Z,beta_engine
3155,110659,28187,5210042CL2R0156661577860220,a42CL8R,2001-07-02T11:03:00.000Z,beta_engine
3156,112779,25240,697042CL6R0156661577860220,a42CL1R,2002-03-09T20:59:00.000Z,beta_engine
3157,356526,4513,5512142CL6R0156661577860220,a42CL6R,2002-04-19T17:16:00.000Z,beta_engine
3158,267593,14719,5965142CL7R0156661577860220,a42CL5R,2002-01-14T17:58:00.000Z,beta_engine
3159,65044,15276,472242CL2R0156661577860220,a42CL1R,2001-11-05T16:56:00.000Z,beta_engine
3160,83120,15036,5300842CL8R0156661577860220,a42CL6R,2001-07-30T19:26:00.000Z,beta_engine
3161,182727,18750,6109442CL1R0156661577860220,a42CL4R,2001-04-05T17:12:00.000Z,beta_engine
3162,274427,33874,213442CL6R0156661577860220,a42CL2R,2002-07-03T16:48:00.000Z,beta_engine
3163,87834,4505,2346242CL8R0156661577860220,a42CL4R,2001-06-10T07:10:00.000Z,beta_engine
3164,198007,6980,5974642CL9R0156661577860220,a42CL4R,2002-08-21T19:22:00.000Z,beta_engine
3165,174174,4802,1335942CL3R0156661577860220,a42CL1R,2002-04-06T15:22:00.000Z,beta_engine
3166,91699,29854,4119742CL8R0156661577860220,a42CL3R,2001-12-22T14:40:00.000Z,beta_engine
3167,67704,28721,1226242CL6R0156661577860220,a42CL3R,2002-05-09T00:16:00.000Z,beta_engine
3168,190572,4378,2734842CL8R0156661577860220,a42CL2R,2002-05-27T12:49:00.000Z,beta_engine
3169,107390,10067,749342CL9R0156661577860220,a42CL8R,2001-07-22T14:49:00.000Z,beta_engine
3170,148104,22547,2318342CL3R0156661577860220,a42CL7R,2002-03-04T01:22:00.000Z,beta_engine
3171,50161,9230,5973242CL2R0156661577860220,a42CL1R,2001-10-08T18:21:00.000Z,beta_engine
3172,42559,8877,5736542CL2R0156661577860220,a42CL8R,2002-04-05T14:37:00.000Z,beta_engine
3173,176921,22501,5659542CL8R0156661577860220,a42CL9R,2001-04-11T14:28:00.000Z,beta_engine
3174,20198,12436,605442CL3R0156661577860220,a42CL9R,2001-12-24T15:40:00.000Z,beta_engine
3175,43638,26111,1777142CL4R0156661577860220,a42CL9R,2002-10-04T05:26:00.000Z,beta_engine
3176,183244,35183,318842CL3R0156661577860220,a42CL3R,2002-06-16T01:56:00.000Z,beta_engine
3177,270587,4163,4805242CL4R0156661577860220,a42CL7R,2001-12-15T05:40:00.000Z,beta_engine
3178,234390,26181,5019042CL4R0156661577860220,a42CL2R,2001-12-17T18:15:00.000Z,beta_engine
3179,241032,3478,1330142CL7R0156661577860220,a42CL7R,2001-10-26T11:56:00.000Z,beta_engine
3180,473417,26446,3400542CL2R0156661577860220,a42CL6R,2001-08-27T23:37:00.000Z,beta_engine
3181,308827,17259,2944742CL2R0156661577860220,a42CL6R,2001-08-13T02:33:00.000Z,beta_engine
3182,486913,18614,5612942CL5R0156661577860220,a42CL9R,2002-09-16T15:23:00.000Z,beta_engine
3183,190150,8569,5810242CL7R0156661577860220,a42CL8R,2002-01-01T02:16:00.000Z,beta_engine
3184,62431,38473,2204742CL5R0156661577860220,a42CL8R,2001-12-06T19:26:00.000Z,beta_engine
3185,189923,18946,4563242CL8R0156661577860220,a42CL9R,2001-10-29T21:34:00.000Z,beta_engine
3186,157750,11000,269642CL3R0156661577860220,a42CL9R,2001-08-07T10:05:00.000Z,beta_engine
3187,140722,33468,1700842CL2R0156661577860220,a42CL4R,2002-04-05T06:28:00.000Z,beta_engine
3188,494591,9776,3615942CL6R0156661577860220,a42CL7R,2002-01-26T23:14:00.000Z,beta_engine
3189,107307,36225,4911242CL9R0156661577860220,a42CL7R,2001-09-09T07:28:00.000Z,beta_engine
3190,67029,16100,6351442CL3R0156661577860220,a42CL7R,2002-03-20T20:25:00.000Z,beta_engine
3191,80514,9912,3750642CL6R0156661577860220,a42CL8R,2002-11-03T06:53:00.000Z,beta_engine
3192,71821,28303,4695042CL1R0156661577860220,a42CL5R,2001-10-07T18:21:00.000Z,beta_engine
3193,31800,31775,5047042CL6R0156661577860220,a42CL9R,2001-11-04T05:48:00.000Z,beta_engine
3194,77811,16603,6176542CL8R0156661577860220,a42CL1R,2001-11-25T04:41:00.000Z,beta_engine
3195,237368,22970,5377042CL3R0156661577860220,a42CL9R,2002-08-14T22:17:00.000Z,beta_engine
3196,68947,2877,3795442CL2R0156661577860220,a42CL8R,2001-06-28T06:40:00.000Z,beta_engine
3197,137569,6955,4491342CL4R0156661577860220,a42CL7R,2001-06-26T20:34:00.000Z,beta_engine
3198,15150,7556,4508442CL5R0156661577860220,a42CL2R,2002-02-11T06:00:00.000Z,beta_engine
3199,99711,44785,900442CL6R0156661577860220,a42CL6R,2002-10-21T12:34:00.000Z,beta_engine
3200,196718,25509,3041642CL8R0156661577860220,a42CL6R,2001-04-06T16:38:00.000Z,beta_engine
3201,144497,5179,640242CL4R0156661577860220,a42CL4R,2001-12-01T23:28:00.000Z,beta_engine
3202,57729,4904,6403142CL9R0156661577860220,a42CL4R,2001-09-11T15:17:00.000Z,beta_engine
3203,163622,64000,2679442CL4R0156661577860220,a42CL8R,2002-09-14T15:21:00.000Z,beta_engine
3204,510025,47086,2729242CL6R0156661577860220,a42CL4R,2001-10-08T22:01:00.000Z,beta_engine
3205,63438,5254,682642CL1R0156661577860220,a42CL8R,2003-02-10T20:51:00.000Z,beta_engine
3206,27273,460,3500442CL3R0156661577860220,a42CL2R,2002-06-11T21:38:00.000Z,beta_engine
3207,621725,5123,6498742CL9R0156661577860220,a42CL5R,2001-11-25T22:43:00.000Z,beta_engine
3208,146615,13506,894942CL2R0156661577860220,a42CL4R,2001-12-11T18:03:00.000Z,beta_engine
3209,112682,14468,4550042CL4R0156661577860220,a42CL9R,2000-12-20T02:22:00.000Z,beta_engine
3210,334634,13672,368742CL2R0156661577860220,a42CL3R,2001-11-10T23:14:00.000Z,beta_engine
3211,83559,13201,2326542CL1R0156661577860220,a42CL4R,2001-12-08T16:23:00.000Z,beta_engine
3212,50239,7438,2742142CL1R0156661577860220,a42CL6R,2001-08-26T15:35:00.000Z,beta_engine
3213,137266,11084,3297742CL5R0156661577860220,a42CL1R,2003-01-17T22:23:00.000Z,beta_engine
3214,239253,17524,453442CL1R0156661577860220,a42CL6R,2001-07-16T23:26:00.000Z,beta_engine
3215,114006,11372,5315942CL8R0156661577860220,a42CL1R,2002-09-19T18:28:00.000Z,beta_engine
3216,244264,25867,278642CL6R0156661577860220,a42CL1R,2002-05-08T10:39:00.000Z,beta_engine
3217,109328,21243,5407642CL2R0156661577860220,a42CL3R,2002-06-01T17:26:00.000Z,beta_engine
3218,128598,11298,3247542CL1R0156661577860220,a42CL8R,2001-07-28T12:24:00.000Z,beta_engine
3219,321374,980,1386942CL2R0156661577860220,a42CL4R,2002-08-23T07:58:00.000Z,beta_engine
3220,42284,10858,765742CL6R0156661577860220,a42CL7R,2002-12-06T03:53:00.000Z,beta_engine
3221,491707,23211,4248342CL3R0156661577860220,a42CL2R,2001-12-29T04:31:00.000Z,beta_engine
3222,63141,3684,535242CL3R0156661577860220,a42CL2R,2002-01-22T00:23:00.000Z,beta_engine
3223,387067,16691,4976442CL7R0156661577860220,a42CL2R,2002-06-15T17:19:00.000Z,beta_engine
3224,61334,29683,929942CL6R0156661577860220,a42CL6R,2001-09-21T21:26:00.000Z,beta_engine
3225,73477,28838,4959842CL6R0156661577860220,a42CL9R,2002-07-09T14:58:00.000Z,beta_engine
3226,91976,23377,2535542CL7R0156661577860220,a42CL1R,2001-09-16T08:09:00.000Z,beta_engine
3227,81766,14753,4031242CL9R0156661577860220,a42CL5R,2002-06-07T07:12:00.000Z,beta_engine
3228,312022,8691,3041642CL3R0156661577860220,a42CL5R,2002-11-07T10:54:00.000Z,beta_engine
3229,159855,4808,48242CL6R0156661577860220,a42CL5R,2000-11-22T18:00:00.000Z,beta_engine
3230,57048,9492,2658142CL8R0156661577860220,a42CL9R,2003-09-03T00:56:00.000Z,beta_engine
3231,238020,21919,3633742CL4R0156661577860220,a42CL5R,2002-10-15T04:56:00.000Z,beta_engine
3232,84807,31606,2288142CL2R0156661577860220,a42CL7R,2001-08-28T17:59:00.000Z,beta_engine
3233,86961,7963,6294142CL5R0156661577860220,a42CL5R,2001-11-05T21:10:00.000Z,beta_engine
3234,58410,27740,3795842CL9R0156661577860220,a42CL7R,2001-04-02T13:53:00.000Z,beta_engine
3235,451679,10433,675142CL8R0156661577860220,a42CL6R,2001-12-11T13:11:00.000Z,beta_engine
3236,188032,20306,5152542CL3R0156661577860220,a42CL7R,2002-07-12T16:16:00.000Z,beta_engine
3237,174684,10755,4949342CL9R0156661577860220,a42CL6R,2002-05-29T10:57:00.000Z,beta_engine
3238,63555,19103,3268042CL4R0156661577860220,a42CL1R,2002-02-28T06:29:00.000Z,beta_engine
3239,155045,23952,6117142CL1R0156661577860220,a42CL2R,2002-02-04T12:44:00.000Z,beta_engine
3240,143649,14576,2739842CL5R0156661577860220,a42CL2R,2001-09-15T11:54:00.000Z,beta_engine
3241,130546,10632,1263842CL4R0156661577860220,a42CL3R,2002-10-08T12:44:00.000Z,beta_engine
3242,26535,8430,3207342CL1R0156661577860220,a42CL4R,2002-04-16T13:37:00.000Z,beta_engine
3243,142833,3360,5369042CL2R0156661577860220,a42CL1R,2001-12-07T12:00:00.000Z,beta_engine
