id,factory_no,machine_no,serial_no,part_no,status,timestamp
3648,213035,8337,6103142CL3R0156661577860220,a42CL4R,beta_engine,1016297580
3649,132251,8277,6191042CL4R0156661577860220,a42CL3R,beta_engine,1011288480
3650,140639,20078,1644942CL9R0156661577860220,a42CL4R,beta_engine,1007905500
3651,234967,12606,2517742CL2R0156661577860220,a42CL9R,beta_engine,992178660
3652,86735,5840,835242CL3R0156661577860220,a42CL3R,beta_engine,995213580
3653,89154,23368,1955542CL3R0156661577860220,a42CL8R,beta_engine,1025525640
3654,54830,18658,3738042CL1R0156661577860220,a42CL3R,beta_engine,1015237140
3655,108129,14127,1710542CL4R0156661577860220,a42CL2R,beta_engine,1044431400
3656,113355,2099,2926542CL6R0156661577860220,a42CL5R,beta_engine,1011202260
3657,113035,8968,510642CL1R0156661577860220,a42CL8R,beta_engine,981978420
3658,29255,17771,4491042CL4R0156661577860220,a42CL5R,beta_engine,1009245840
3659,230952,13840,2081042CL6R0156661577860220,a42CL5R,beta_engine,1042448640
3660,46123,12246,3212242CL5R0156661577860220,a42CL9R,beta_engine,991435860
3661,169287,37887,536642CL3R0156661577860220,a42CL2R,beta_engine,975834900
3662,161678,16418,3171242CL7R0156661577860220,a42CL7R,beta_engine,999543780
3663,220926,4312,5890442CL9R0156661577860220,a42CL2R,beta_engine,984619860
3664,147018,19105,3763142CL8R0156661577860220,a42CL4R,beta_engine,988446960
3665,180137,32831,4872442CL4R0156661577860220,a42CL9R,beta_engine,1009652820
3666,70679,42080,6485142CL7R0156661577860220,a42CL1R,beta_engine,990617220
3667,81278,19918,2424942CL6R0156661577860220,a42CL5R,beta_engine,1009617000
3668,164035,9403,6431842CL3R0156661577860220,a42CL9R,beta_engine,1028816580
3669,119361,10563,5272942CL4R0156661577860220,a42CL8R,beta_engine,1012590180
3670,25576,5482,737342CL8R0156661577860220,a42CL7R,beta_engine,1009116960
3671,73360,14692,1945342CL4R0156661577860220,a42CL8R,beta_engine,1006786560
3672,172126,10145,2277242CL9R0156661577860220,a42CL5R,beta_engine,1017826920
3673,193930,25416,3228042CL1R0156661577860220,a42CL8R,beta_engine,999411060
3674,110923,26925,2053842CL2R0156661577860220,a42CL9R,beta_engine,1002713640
3675,51196,19098,4234442CL3R0156661577860220,a42CL6R,beta_engine,1006886040
3676,107950,28906,5655642CL2R0156661577860220,a42CL5R,beta_engine,1017809100
3677,76898,6661,5297242CL4R0156661577860220,a42CL4R,beta_engine,1007175120
3678,125523,22683,2610742CL6R0156661577860220,a42CL2R,beta_engine,1012323720
3679,188640,2572,413642CL1R0156661577860220,a42CL5R,beta_engine,1028112780
3680,136821,7440,4808942CL8R0156661577860220,a42CL5R,beta_engine,1022611680
3681,323683,25107,105342CL5R0156661577860220,a42CL4R,beta_engine,995503200
3682,60618,12264,1834342CL1R0156661577860220,a42CL7R,beta_engine,1012628700
3683,149174,10909,381942CL7R0156661577860220,a42CL4R,beta_engine,999944340
3684,87575,54494,1249342CL7R0156661577860220,a42CL8R,beta_engine,1000254180
3685,199722,12205,4269642CL5R0156661577860220,a42CL6R,beta_engine,1016783160
3686,144107,16086,3944042CL3R0156661577860220,a42CL2R,beta_engine,993318540
3687,68021,15362,685542CL2R0156661577860220,a42CL8R,beta_engine,1007309040
3688,87035,7556,1019642CL3R0156661577860220,a42CL5R,beta_engine,994348140
3689,272827,42701,5934942CL2R0156661577860220,a42CL6R,beta_engine,1001869560
3690,280651,41176,2969042CL8R0156661577860220,a42CL8R,beta_engine,1000741860
3691,109129,14108,2177942CL5R0156661577860220,a42CL4R,beta_engine,1015451460
3692,137554,44076,5402842CL4R0156661577860220,a42CL1R,beta_engine,1004060580
3693,296701,2940,5416642CL1R0156661577860220,a42CL8R,beta_engine,1008887040
3694,247537,7699,2956842CL7R0156661577860220,a42CL8R,beta_engine,996012120
3695,23650,2852,226842CL1R0156661577860220,a42CL9R,beta_engine,973604400
3696,57693,22343,1579242CL8R0156661577860220,a42CL9R,beta_engine,1006114860
3697,72649,12390,4094842CL9R0156661577860220,a42CL6R,beta_engine,1033608300
3698,324665,20301,6197942CL8R0156661577860220,a42CL4R,beta_engine,1015196520
3699,97270,8464,4727942CL9R0156661577860220,a42CL8R,beta_engine,991915020
3700,376117,17032,6295642CL4R0156661577860220,a42CL7R,beta_engine,978309240
3701,158721,63954,5323942CL2R0156661577860220,a42CL5R,beta_engine,1008008460
3702,193698,8878,3673742CL5R0156661577860220,a42CL1R,beta_engine,1005342720
3703,23786,9866,5416042CL8R0156661577860220,a42CL1R,beta_engine,1012714560
3704,93440,11249,5298642CL1R0156661577860220,a42CL8R,beta_engine,1007887380
3705,53661,25161,2704842CL1R0156661577860220,a42CL6R,beta_engine,999678540
3706,121132,19319,1980142CL5R0156661577860220,a42CL2R,beta_engine,1011284460
3707,239105,4975,4646242CL7R0156661577860220,a42CL9R,beta_engine,1010886900
3708,190136,25093,2955542CL1R0156661577860220,a42CL6R,beta_engine,1014961140
3709,465642,13773,911942CL2R0156661577860220,a42CL9R,beta_engine,1005650220
3710,120802,31736,2111142CL3R0156661577860220,a42CL4R,beta_engine,1010933520
3711,149408,38415,2590242CL6R0156661577860220,a42CL6R,beta_engine,980227320
3712,175210,20438,4469942CL6R0156661577860220,a42CL7R,beta_engine,999654900
3713,161521,42694,5994442CL8R0156661577860220,a42CL1R,beta_engine,1020553020
3714,34851,13141,5251342CL9R0156661577860220,a42CL7R,beta_engine,1004527920
3715,276117,9325,407442CL5R0156661577860220,a42CL7R,beta_engine,986925540
3716,33589,14772,5301342CL1R0156661577860220,a42CL6R,beta_engine,993011460
3717,86286,2300,3717842CL3R0156661577860220,a42CL3R,beta_engine,1002029640
3718,105535,19229,2551842CL6R0156661577860220,a42CL7R,beta_engine,995584740
3719,267018,50023,6396542CL5R0156661577860220,a42CL7R,beta_engine,1016577780
3720,81452,25374,5774542CL2R0156661577860220,a42CL1R,beta_engine,982670760
3721,76935,32404,5608142CL9R0156661577860220,a42CL5R,beta_engine,1007802000
3722,57731,9046,3098242CL8R0156661577860220,a42CL1R,beta_engine,1019961180
3723,88848,14237,3248342CL9R0156661577860220,a42CL8R,beta_engine,1014202320
3724,37364,23059,2539442CL4R0156661577860220,a42CL9R,beta_engine,1003226520
3725,316124,31467,5377742CL6R0156661577860220,a42CL1R,beta_engine,1031131680
3726,69842,14900,79742CL9R0156661577860220,a42CL2R,beta_engine,999966720
3727,418829,27916,1371942CL2R0156661577860220,a42CL4R,beta_engine,1005293340
3728,111768,26265,1062742CL6R0156661577860220,a42CL1R,beta_engine,1011099960
3729,100760,1958,4880742CL5R0156661577860220,a42CL2R,beta_engine,1028417220
3730,164650,30866,3765242CL2R0156661577860220,a42CL9R,beta_engine,1005442920
3731,171344,38093,2234442CL3R0156661577860220,a42CL8R,beta_engine,993830760
3732,193699,5247,4150342CL9R0156661577860220,a42CL7R,beta_engine,986083500
3733,134782,9487,3088342CL6R0156661577860220,a42CL5R,beta_engine,996837240
3734,33147,12868,1786142CL6R0156661577860220,a42CL5R,beta_engine,987204480
3735,403854,24763,5054542CL7R0156661577860220,a42CL2R,beta_engine,1009407780
3736,340979,1312,936342CL9R0156661577860220,a42CL3R,beta_engine,1005203460
3737,239450,6735,932442CL1R0156661577860220,a42CL3R,beta_engine,1015792320
3738,123444,25320,5082742CL2R0156661577860220,a42CL4R,beta_engine,1002829020
3739,93593,37225,6206742CL8R0156661577860220,a42CL7R,beta_engine,1009708260
3740,442307,34918,3857342CL8R0156661577860220,a42CL2R,beta_engine,1002594540
3741,323937,14135,2033642CL9R0156661577860220,a42CL6R,beta_engine,1001138460
3742,115991,38820,2843142CL7R0156661577860220,a42CL4R,beta_engine,976064940
3743,77341,17746,497642CL5R0156661577860220,a42CL1R,beta_engine,1006402500
3744,164151,10941,6459342CL1R0156661577860220,a42CL3R,beta_engine,995857200
3745,138738,24848,3969942CL8R0156661577860220,a42CL3R,beta_engine,998018820
3746,110582,10020,4774142CL1R0156661577860220,a42CL2R,beta_engine,988303800
3747,82344,22079,2785342CL7R0156661577860220,a42CL1R,beta_engine,1021679520
3748,145046,20530,3748142CL1R0156661577860220,a42CL9R,beta_engine,1002718980
3749,278304,24733,2376342CL7R0156661577860220,a42CL5R,beta_engine,996614700
3750,50850,1965,5482342CL6R0156661577860220,a42CL8R,beta_engine,1029649560
3751,253893,17970,85542CL3R0156661577860220,a42CL6R,beta_engine,1020700920
3752,160392,20367,5841042CL2R0156661577860220,a42CL8R,beta_engine,999706680
3753,279898,19432,3325642CL5R0156661577860220,a42CL3R,beta_engine,998942340
3754,128623,2971,4111942CL2R0156661577860220,a42CL4R,beta_engine,1015422180
3755,128857,22441,2558542CL1R0156661577860220,a42CL3R,beta_engine,987879300
3756,140149,9848,2801342CL9R0156661577860220,a42CL5R,beta_engine,1003968960
3757,124471,22842,978542CL2R0156661577860220,a42CL5R,beta_engine,1008770400
3758,42031,2044,4573842CL4R0156661577860220,a42CL8R,beta_engine,994881840
3759,182985,6169,3276342CL5R0156661577860220,a42CL2R,beta_engine,1003065840
3760,105795,30512,2466142CL8R0156661577860220,a42CL6R,beta_engine,1021243620
3761,361811,7548,2951642CL5R0156661577860220,a42CL9R,beta_engine,989624520
3762,45215,7455,1380342CL1R0156661577860220,a42CL8R,beta_engine,994021080
3763,56574,11566,6182842CL3R0156661577860220,a42CL5R,beta_engine,990692880
3764,20295,33431,2971342CL2R0156661577860220,a42CL8R,beta_engine,1005491100
3765,66237,10871,3296542CL6R0156661577860220,a42CL3R,beta_engine,1020722100
3766,369972,46037,2783142CL2R0156661577860220,a42CL6R,beta_engine,986070840
3767,113877,16494,1474542CL2R0156661577860220,a42CL9R,beta_engine,997510080
3768,33323,19526,5408342CL4R0156661577860220,a42CL4R,beta_engine,1019579220
3769,38801,9261,3209442CL5R0156661577860220,a42CL5R,beta_engine,990707700
3770,155810,42271,4087742CL3R0156661577860220,a42CL3R,beta_engine,1017610500
3771,97881,7315,1319342CL5R0156661577860220,a42CL6R,beta_engine,993651600
3772,59575,10633,5628042CL9R0156661577860220,a42CL2R,beta_engine,1023242280
3773,55936,8780,2417142CL8R0156661577860220,a42CL2R,beta_engine,1025109780
3774,135896,31463,4211042CL2R0156661577860220,a42CL9R,beta_engine,1031567340
3775,243887,23629,1916242CL7R0156661577860220,a42CL9R,beta_engine,1016835180
3776,45918,28521,4078842CL5R0156661577860220,a42CL3R,beta_engine,1014937680
3777,87819,25900,6420442CL4R0156661577860220,a42CL5R,beta_engine,1007577240
3778,113770,10947,4274742CL7R0156661577860220,a42CL4R,beta_engine,1012358400
3779,232266,13062,589342CL5R0156661577860220,a42CL1R,beta_engine,1005848520
3780,230098,15867,5308642CL6R0156661577860220,a42CL2R,beta_engine,1013248020
3781,153920,14537,4261442CL1R0156661577860220,a42CL8R,beta_engine,992781300
3782,186478,2904,3090542CL5R0156661577860220,a42CL7R,beta_engine,987223080
3783,173980,4001,5268542CL2R0156661577860220,a42CL3R,beta_engine,999160680
3784,257788,1397,5090142CL5R0156661577860220,a42CL1R,beta_engine,964079460
3785,76343,6585,821242CL3R0156661577860220,a42CL5R,beta_engine,1011418980
3786,29200,15951,1239442CL8R0156661577860220,a42CL3R,beta_engine,1033776780
3787,31060,18821,4483442CL6R0156661577860220,a42CL5R,beta_engine,999975840
3788,55150,13528,802742CL3R0156661577860220,a42CL2R,beta_engine,1023239460
3789,98637,31784,6331142CL5R0156661577860220,a42CL9R,beta_engine,1008732540
3790,108068,12640,2733142CL6R0156661577860220,a42CL6R,beta_engine,1027865160
3791,242795,1574,6062442CL7R0156661577860220,a42CL1R,beta_engine,1016265660
3792,346946,5307,6521342CL5R0156661577860220,a42CL7R,beta_engine,1006569060
3793,173990,27639,3427542CL3R0156661577860220,a42CL5R,beta_engine,1027316460
3794,77522,16476,3840542CL3R0156661577860220,a42CL3R,beta_engine,1007346300
3795,89204,8738,2525342CL5R0156661577860220,a42CL4R,beta_engine,1018206900
3796,154390,8810,3766342CL9R0156661577860220,a42CL1R,beta_engine,1015738800
3797,289465,10927,3113642CL4R0156661577860220,a42CL8R,beta_engine,1001058960
3798,176118,7020,70542CL8R0156661577860220,a42CL9R,beta_engine,1023816540
3799,84990,2361,3437042CL7R0156661577860220,a42CL9R,beta_engine,997807860
3800,205451,2426,957442CL6R0156661577860220,a42CL3R,beta_engine,1002927360
3801,247051,41756,1310642CL2R0156661577860220,a42CL9R,beta_engine,1009920360
3802,178655,10255,1945842CL3R0156661577860220,a42CL7R,beta_engine,991032240
3803,23353,20103,4686742CL6R0156661577860220,a42CL7R,beta_engine,1014683160
3804,66077,18278,2927642CL8R0156661577860220,a42CL4R,beta_engine,1007166900
3805,197324,23576,2895142CL9R0156661577860220,a42CL9R,beta_engine,1010619240
3806,76186,3801,4435742CL8R0156661577860220,a42CL9R,beta_engine,1001292120
3807,52741,17584,339142CL8R0156661577860220,a42CL2R,beta_engine,1012702320
3808,124690,5996,4510942CL9R0156661577860220,a42CL9R,beta_engine,1000089120
3809,335190,20153,3726242CL2R0156661577860220,a42CL8R,beta_engine,1005798600
3810,93944,20570,4308142CL2R0156661577860220,a42CL6R,beta_engine,1012379340
3811,27241,19568,5508242CL8R0156661577860220,a42CL9R,beta_engine,996190080
3812,198647,1153,1165342CL3R0156661577860220,a42CL8R,beta_engine,974697180
3813,56678,30005,5399842CL5R0156661577860220,a42CL8R,beta_engine,1015106040
3814,137406,28799,730342CL2R0156661577860220,a42CL3R,beta_engine,1027198080
3815,132818,8128,5261942CL3R0156661577860220,a42CL2R,beta_engine,1012745340
3816,97067,9007,4456542CL5R0156661577860220,a42CL2R,beta_engine,1034326680
3817,218728,26708,5715742CL7R0156661577860220,a42CL2R,beta_engine,1004158260
3818,224466,16195,3001542CL6R0156661577860220,a42CL1R,beta_engine,1012860720
3819,214720,474,2990742CL1R0156661577860220,a42CL2R,beta_engine,1011287280
3820,154086,35565,3436342CL3R0156661577860220,a42CL8R,beta_engine,989558760
3821,98542,5588,573942CL5R0156661577860220,a42CL6R,beta_engine,1018148520
3822,158665,10203,5969942CL3R0156661577860220,a42CL2R,beta_engine,1030452000
3823,138614,9683,3096942CL4R0156661577860220,a42CL6R,beta_engine,1020814440
3824,126712,18989,1426242CL3R0156661577860220,a42CL8R,beta_engine,998809140
3825,164765,33198,3244942CL3R0156661577860220,a42CL5R,beta_engine,1035947160
3826,302881,14181,5058142CL4R0156661577860220,a42CL1R,beta_engine,995805780
3827,158477,6658,1652742CL9R0156661577860220,a42CL4R,beta_engine,1017082560
3828,106362,12935,3660942CL1R0156661577860220,a42CL7R,beta_engine,1023167160
3829,167411,9231,1894942CL8R0156661577860220,a42CL3R,beta_engine,988779660
3830,133111,16947,163742CL7R0156661577860220,a42CL1R,beta_engine,1034959500
3831,98632,948,371942CL4R0156661577860220,a42CL3R,beta_engine,1034385300
3832,115882,18473,5241142CL7R0156661577860220,a42CL1R,beta_engine,1016854140
3833,141847,11083,825242CL6R0156661577860220,a42CL4R,beta_engine,990241500
3834,344571,23922,6111142CL8R0156661577860220,a42CL6R,beta_engine,1003879860
3835,108627,14301,5000542CL5R0156661577860220,a42CL1R,beta_engine,989440560
3836,84903,41041,4601142CL2R0156661577860220,a42CL5R,beta_engine,1021025280
3837,95699,24761,5511842CL4R0156661577860220,a42CL6R,beta_engine,1016761860
3838,115203,12910,2232042CL5R0156661577860220,a42CL9R,beta_engine,1003483740
3839,49954,6065,5619742CL9R0156661577860220,a42CL3R,beta_engine,999052800
3840,29460,7744,6068842CL2R0156661577860220,a42CL6R,beta_engine,1003457460
3841,15931,5218,5556542CL1R0156661577860220,a42CL5R,beta_engine,1007975580
3842,266754,28698,6524742CL7R0156661577860220,a42CL1R,beta_engine,1016293440
3843,57083,34560,1517142CL7R0156661577860220,a42CL4R,beta_engine,991577100
3844,254283,22268,4199942CL7R0156661577860220,a42CL1R,beta_engine,1018405980
3845,158291,37573,3957742CL2R0156661577860220,a42CL3R,beta_engine,998396940
3846,121819,11240,6507042CL5R0156661577860220,a42CL6R,beta_engine,998127360
3847,156067,24915,1555042CL1R0156661577860220,a42CL6R,beta_engine,998859240
3848,355735,15895,433642CL9R0156661577860220,a42CL7R,beta_engine,967813800
3849,124634,41062,3663742CL2R0156661577860220,a42CL6R,beta_engine,993500880
3850,221655,3205,1275742CL6R0156661577860220,a42CL1R,beta_engine,1001800680
3851,78052,30075,3800742CL1R0156661577860220,a42CL3R,beta_engine,1020583200
3852,194952,9654,4235242CL4R0156661577860220,a42CL4R,beta_engine,1003227840
3853,125051,18016,872842CL7R0156661577860220,a42CL6R,beta_engine,1028147040
3854,124409,18370,4827342CL3R0156661577860220,a42CL8R,beta_engine,1015715040
3855,307927,25553,1090342CL5R0156661577860220,a42CL7R,beta_engine,1025007660
3856,106965,16008,3441542CL6R0156661577860220,a42CL3R,beta_engine,1003023420
3857,19927,5743,2768642CL7R0156661577860220,a42CL8R,beta_engine,1034382120
3858,161884,42335,2984542CL5R0156661577860220,a42CL4R,beta_engine,1018505280
3859,69911,11818,6461542CL9R0156661577860220,a42CL3R,beta_engine,1000533960
3860,187967,21357,3417642CL3R0156661577860220,a42CL1R,beta_engine,998637060
3861,133375,1784,620442CL1R0156661577860220,a42CL4R,beta_engine,1001181120
3862,125590,3163,6428842CL3R0156661577860220,a42CL8R,beta_engine,1027783620
3863,75962,20649,4796442CL1R0156661577860220,a42CL5R,beta_engine,1000899000
3864,114801,5539,1279242CL7R0156661577860220,a42CL1R,beta_engine,987585360
3865,176212,35007,1376442CL8R0156661577860220,a42CL6R,beta_engine,990977520
3866,175652,22150,4544842CL4R0156661577860220,a42CL5R,beta_engine,1004500920
3867,85816,19160,4415442CL5R0156661577860220,a42CL6R,beta_engine,1004690580
3868,78570,26397,4839442CL1R0156661577860220,a42CL1R,beta_engine,985594800
3869,127581,30000,2218342CL8R0156661577860220,a42CL2R,beta_engine,985203900
3870,138436,16583,3017142CL9R0156661577860220,a42CL2R,beta_engine,1031586780
3871,148405,40500,2762342CL3R0156661577860220,a42CL8R,beta_engine,1014074820
3872,169634,19487,4077742CL1R0156661577860220,a42CL3R,beta_engine,1010939160
3873,323506,7426,6259742CL8R0156661577860220,a42CL9R,beta_engine,1020682560
3874,291080,20038,153442CL9R0156661577860220,a42CL6R,beta_engine,1007150700
3875,48428,8381,797442CL9R0156661577860220,a42CL6R,beta_engine,988848900
3876,99022,15445,2429542CL8R0156661577860220,a42CL8R,beta_engine,1025691000
3877,48119,4873,4264142CL2R0156661577860220,a42CL7R,beta_engine,1021833300
3878,63730,7426,2222742CL4R0156661577860220,a42CL4R,beta_engine,1025810520
3879,223332,9924,4823242CL6R0156661577860220,a42CL2R,beta_engine,1024379400
3880,280835,3746,716042CL1R0156661577860220,a42CL4R,beta_engine,1020940680
3881,136315,28661,2277642CL8R0156661577860220,a42CL6R,beta_engine,1021597800
3882,36320,10609,5122142CL3R0156661577860220,a42CL6R,beta_engine,1020846540
3883,173897,19226,371442CL8R0156661577860220,a42CL5R,beta_engine,1002468540
3884,118151,6484,2777242CL4R0156661577860220,a42CL5R,beta_engine,963247980
3885,201436,3061,5937242CL2R0156661577860220,a42CL5R,beta_engine,995344680
3886,85219,26732,1595242CL8R0156661577860220,a42CL6R,beta_engine,985751460
3887,96786,20217,173942CL9R0156661577860220,a42CL4R,beta_engine,1008902940
3888,342720,4863,2347442CL1R0156661577860220,a42CL6R,beta_engine,1017559080
3889,471845,16380,3476842CL2R0156661577860220,a42CL8R,beta_engine,1003247280
3890,56504,2487,3839242CL4R0156661577860220,a42CL7R,beta_engine,988889040
3891,18412,31196,1881842CL3R0156661577860220,a42CL9R,beta_engine,983857200
3892,195070,3862,4430842CL1R0156661577860220,a42CL1R,beta_engine,1020780540
3893,17632,1413,6085742CL4R0156661577860220,a42CL7R,beta_engine,1018604040
3894,302457,24657,6402742CL3R0156661577860220,a42CL6R,beta_engine,1000519680
3895,377296,4672,899342CL9R0156661577860220,a42CL4R,beta_engine,1002325080
3896,78250,10569,1160642CL7R0156661577860220,a42CL9R,beta_engine,1009194300
3897,131150,10166,3692642CL2R0156661577860220,a42CL8R,beta_engine,1017125520
3898,130964,20149,2367342CL6R0156661577860220,a42CL3R,beta_engine,1031161500
3899,108040,6676,4146142CL9R0156661577860220,a42CL2R,beta_engine,1020105180
3900,148644,25581,3517142CL2R0156661577860220,a42CL9R,beta_engine,989982600
3901,40096,7886,5613042CL2R0156661577860220,a42CL2R,beta_engine,1031043540
3902,223897,19259,4863842CL3R0156661577860220,a42CL9R,beta_engine,979646220
3903,244048,20559,718742CL4R0156661577860220,a42CL5R,beta_engine,1020612060
3904,411515,9940,4364942CL6R0156661577860220,a42CL5R,beta_engine,999691440
3905,29723,16929,4967842CL1R0156661577860220,a42CL9R,beta_engine,1027997040
3906,53888,27847,1539642CL4R0156661577860220,a42CL5R,beta_engine,1018359840
3907,140805,54353,5492342CL7R0156661577860220,a42CL4R,beta_engine,1005677940
3908,150501,5601,5006342CL6R0156661577860220,a42CL9R,beta_engine,1016986200
3909,35783,7122,229442CL1R0156661577860220,a42CL1R,beta_engine,1018262940
3910,134300,7799,726142CL3R0156661577860220,a42CL5R,beta_engine,993231420
3911,324981,8528,26742CL5R0156661577860220,a42CL7R,beta_engine,977851020
3912,66149,34755,1566342CL3R0156661577860220,a42CL4R,beta_engine,996845700
3913,47583,38887,2313642CL8R0156661577860220,a42CL5R,beta_engine,1035911700
3914,36357,5257,2562442CL6R0156661577860220,a42CL8R,beta_engine,997621320
3915,176757,10957,509142CL6R0156661577860220,a42CL5R,beta_engine,986492880
3916,83025,2292,1987742CL1R0156661577860220,a42CL2R,beta_engine,1013550720
3917,123571,18591,5965542CL6R0156661577860220,a42CL3R,beta_engine,1011962160
3918,64522,29064,2647642CL7R0156661577860220,a42CL4R,beta_engine,1014717780
3919,141892,19618,4366942CL5R0156661577860220,a42CL3R,beta_engine,1014305100
3920,71877,12344,2876642CL4R0156661577860220,a42CL6R,beta_engine,1042787160
3921,226190,6992,6323642CL1R0156661577860220,a42CL7R,beta_engine,1027831620
3922,58755,70121,2082242CL2R0156661577860220,a42CL6R,beta_engine,975693360
3923,62440,4640,203742CL7R0156661577860220,a42CL2R,beta_engine,1003805760
3924,24830,21505,1438642CL6R0156661577860220,a42CL6R,beta_engine,997945980
3925,164166,14566,5836642CL5R0156661577860220,a42CL9R,beta_engine,985329600
3926,56847,10380,3785842CL3R0156661577860220,a42CL5R,beta_engine,1021326900
3927,193918,12079,2799942CL5R0156661577860220,a42CL9R,beta_engine,1008437940
3928,106897,19679,1588742CL3R0156661577860220,a42CL4R,beta_engine,1023469140
3929,77823,16591,3731942CL1R0156661577860220,a42CL6R,beta_engine,1029843240
3930,44683,5737,2379542CL9R0156661577860220,a42CL5R,beta_engine,989213340
3931,327070,7583,2023542CL2R0156661577860220,a42CL4R,beta_engine,978804000
3932,38342,30148,5245742CL1R0156661577860220,a42CL5R,beta_engine,984437700
3933,185064,5452,3507042CL7R0156661577860220,a42CL3R,beta_engine,1008485880
3934,345380,5007,641942CL5R0156661577860220,a42CL1R,beta_engine,1002641640
3935,140992,9357,678342CL7R0156661577860220,a42CL2R,beta_engine,996938460
3936,53773,40266,3342242CL2R0156661577860220,a42CL4R,beta_engine,981361140
3937,74820,27058,1355742CL6R0156661577860220,a42CL8R,beta_engine,1002564660
3938,171452,10443,1149942CL9R0156661577860220,a42CL8R,beta_engine,1023326220
3939,189281,16568,1093142CL3R0156661577860220,a42CL3R,beta_engine,1027685880
3940,108307,34167,517642CL5R0156661577860220,a42CL2R,beta_engine,981096300
3941,302872,26144,4414842CL9R0156661577860220,a42CL6R,beta_engine,983642700
3942,73853,10471,2437042CL9R0156661577860220,a42CL7R,beta_engine,1002616200
3943,167591,5181,6238042CL3R0156661577860220,a42CL6R,beta_engine,959514060
3944,162887,9543,6526842CL5R0156661577860220,a42CL1R,beta_engine,1029238560
3945,92230,11946,5281642CL7R0156661577860220,a42CL4R,beta_engine,1030241880
3946,217596,2046,1203242CL5R0156661577860220,a42CL7R,beta_engine,1006684080
3947,108312,10734,3554242CL2R0156661577860220,a42CL6R,beta_engine,1007387820
3948,100999,26400,6196142CL5R0156661577860220,a42CL4R,beta_engine,1010497020
3949,109280,18339,3519242CL1R0156661577860220,a42CL1R,beta_engine,997379400
3950,203049,32255,799342CL7R0156661577860220,a42CL9R,beta_engine,1009169760
3951,406552,14142,2476942CL9R0156661577860220,a42CL3R,beta_engine,1016012040
3952,255365,46056,1877042CL3R0156661577860220,a42CL6R,beta_engine,1018737840
3953,35605,17208,5686942CL1R0156661577860220,a42CL8R,beta_engine,1010997960
3954,203216,37351,4372942CL3R0156661577860220,a42CL8R,beta_engine,1010172420
3955,107612,27879,6035142CL7R0156661577860220,a42CL1R,beta_engine,1000750560
3956,142244,3042,2589042CL2R0156661577860220,a42CL8R,beta_engine,997891800
3957,100866,36424,2435442CL7R0156661577860220,a42CL9R,beta_engine,985611480
3958,33863,2245,2889642CL3R0156661577860220,a42CL2R,beta_engine,990357180
3959,239650,5989,5901242CL2R0156661577860220,a42CL1R,beta_engine,1055181660
3960,38655,30093,1665142CL9R0156661577860220,a42CL4R,beta_engine,1002859440
3961,134682,31816,6059342CL1R0156661577860220,a42CL5R,beta_engine,1008481260
3962,24283,9382,3398142CL9R0156661577860220,a42CL7R,beta_engine,1012207080
3963,128954,15479,4723742CL3R0156661577860220,a42CL8R,beta_engine,1011340500
3964,123651,35403,3404542CL3R0156661577860220,a42CL5R,beta_engine,1020957960
3965,87586,20048,4560442CL9R0156661577860220,a42CL1R,beta_engine,1018578420
3966,91259,6725,5749742CL5R0156661577860220,a42CL5R,beta_engine,1026879000
3967,142698,19837,5171942CL3R0156661577860220,a42CL1R,beta_engine,1019466120
3968,142258,30773,3243342CL8R0156661577860220,a42CL7R,beta_engine,1014711660
3969,221802,22330,1617542CL7R0156661577860220,a42CL6R,beta_engine,1019125320
3970,183226,29410,2436142CL9R0156661577860220,a42CL1R,beta_engine,1015809780
3971,162753,15015,4255742CL5R0156661577860220,a42CL5R,beta_engine,1016763960
3972,209258,14791,95042CL6R0156661577860220,a42CL2R,beta_engine,1016656980
3973,34693,45831,6133942CL8R0156661577860220,a42CL4R,beta_engine,1012158960
3974,17791,19231,6421842CL6R0156661577860220,a42CL9R,beta_engine,1012106760
3975,191229,13875,1726142CL5R0156661577860220,a42CL8R,beta_engine,997178580
3976,99675,11786,5408142CL7R0156661577860220,a42CL7R,beta_engine,1020832080
3977,308204,8780,2760342CL8R0156661577860220,a42CL2R,beta_engine,1033977660
3978,77625,34121,2586642CL9R0156661577860220,a42CL1R,beta_engine,1016510040
3979,100887,31486,659542CL2R0156661577860220,a42CL4R,beta_engine,1014433260
3980,147835,26214,6326642CL3R0156661577860220,a42CL7R,beta_engine,1033002480
3981,56333,6773,5828142CL3R0156661577860220,a42CL1R,beta_engine,1024942140
3982,84374,2569,2720842CL4R0156661577860220,a42CL6R,beta_engine,1001942820
3983,84138,8241,2816042CL3R0156661577860220,a42CL1R,beta_engine,1000392060
3984,149572,12144,1981742CL2R0156661577860220,a42CL4R,beta_engine,1012421280
3985,111650,30354,5850542CL3R0156661577860220,a42CL8R,beta_engine,1007319840
3986,49084,4608,6046542CL4R0156661577860220,a42CL8R,beta_engine,1020875160
3987,73733,10313,4561642CL4R0156661577860220,a42CL1R,beta_engine,1014573720
3988,218434,19743,568642CL5R0156661577860220,a42CL5R,beta_engine,1044179580
3989,130135,35623,129242CL2R0156661577860220,a42CL6R,beta_engine,1024139340
3990,81080,21434,3127542CL7R0156661577860220,a42CL8R,beta_engine,992254320
3991,167308,21644,1803442CL2R0156661577860220,a42CL7R,beta_engine,1002210240
