id,country_code,state,postalcode,latitude,longitude
58346,US,Alaska,72291,-90.00,7.00
58347,US,Arizona,44718,-68.00,-103.00
58348,US,Alaska,65768,-58.00,-58.00
58349,US,Alaska,38958,-87.00,-30.00
58350,US,Arizona,30210,-34.00,157.00
58351,US,Alaska,58923,-73.00,121.00
58352,US,Arizona,53845,-82.00,-176.00
58353,US,Arizona,56348,-90.00,18.00
58354,US,Alaska,39218,-82.00,166.00
58355,US,Alaska,63935,-75.00,153.00
58356,US,Alabama,40389,-65.00,-153.00
58357,US,Alabama,81188,-71.00,-148.00
58358,US,Arkansas,67536,-54.00,86.00
58359,US,Arizona,70887,-75.00,-141.00
58360,US,Alaska,64496,-72.00,-114.00
58361,US,Alaska,55294,-69.00,-10.00
58362,US,Alaska,26569,-77.00,70.00
58363,US,Alabama,35154,-74.00,140.00
58364,US,Alaska,48443,-68.00,133.00
58365,US,Alaska,46440,-70.00,154.00
58366,US,California,62313,-87.00,177.00
58367,US,Alaska,52197,-83.00,-157.00
58368,US,Alaska,44322,-54.00,-139.00
58369,US,California,54877,-79.00,-20.00
58370,US,Arizona,48926,-86.00,123.00
58371,US,Alaska,45549,-76.00,-98.00
58372,US,Alaska,42198,-26.00,53.00
58373,US,Alaska,50587,-79.00,-27.00
58374,US,Arizona,74417,-86.00,-36.00
58375,US,Arizona,40042,-85.00,136.00
58376,US,Arkansas,43155,-37.00,83.00
58377,US,Alaska,52483,-69.00,-123.00
58378,US,Alabama,38613,-82.00,-167.00
58379,US,Alaska,63695,-86.00,47.00
58380,US,Alabama,65779,-68.00,-29.00
58381,US,Arizona,55581,-89.00,-101.00
58382,US,Alabama,47140,-88.00,-115.00
58383,US,Arizona,60265,-76.00,-21.00
58384,US,Alaska,60174,-63.00,176.00
58385,US,Alaska,43753,-78.00,147.00
58386,US,Alabama,34428,-85.00,-30.00
58387,US,Alabama,57259,-65.00,104.00
58388,US,Arizona,43524,-46.00,125.00
58389,US,Alaska,39666,-52.00,-5.00
58390,US,Alaska,71441,-79.00,-145.00
58391,US,Alabama,43986,-84.00,-157.00
58392,US,Alaska,50458,-89.00,-141.00
58393,US,Alabama,48438,-84.00,-146.00
58394,US,Alaska,42070,-81.00,-46.00
58395,US,Alabama,66203,-78.00,158.00
58396,US,Alaska,50015,-86.00,118.00
58397,US,Alaska,71332,-75.00,121.00
58398,US,Alabama,37314,-81.00,-57.00
58399,US,Alaska,73310,-72.00,1.00
58400,US,Alaska,40883,-73.00,159.00
58401,US,Arkansas,61323,-87.00,-46.00
58402,US,Arkansas,42879,-87.00,-67.00
58403,US,Arizona,35088,-85.00,45.00
58404,US,Arizona,61401,-84.00,-93.00
58405,US,Alaska,74336,-65.00,-25.00
58406,US,Arizona,46013,-85.00,-2.00
58407,US,Alaska,62858,-82.00,49.00
58408,US,Alaska,40671,-85.00,85.00
58409,US,Arizona,44697,-71.00,-140.00
58410,US,Alabama,56231,-83.00,-106.00
58411,US,Alaska,44031,-16.00,51.00
58412,US,Alaska,57272,-35.00,-158.00
58413,US,Arizona,42802,-62.00,114.00
58414,US,Alaska,38304,-49.00,-80.00
58415,US,Arizona,39458,-67.00,-64.00
58416,US,Arizona,41316,-66.00,128.00
58417,US,Alabama,61433,-77.00,-175.00
58418,US,Alabama,40477,-76.00,3.00
58419,US,Alabama,63872,-89.00,-53.00
58420,US,Alaska,57189,-10.00,83.00
58421,US,Alaska,38318,-61.00,54.00
58422,US,Arkansas,41307,-41.00,40.00
58423,US,Arizona,52330,-87.00,149.00
58424,US,Arkansas,69827,-75.00,-94.00
58425,US,Alaska,29727,-74.00,159.00
58426,US,Alaska,71956,-71.00,117.00
58427,US,Alaska,48908,-82.00,163.00
58428,US,Alaska,41739,-62.00,-101.00
58429,US,Alaska,76755,-74.00,-180.00
58430,US,Alabama,51473,-74.00,-68.00
58431,US,Alaska,63125,-80.00,-83.00
58432,US,Alaska,62797,-86.00,64.00
58433,US,Arizona,41671,-83.00,5.00
58434,US,Alaska,58181,-66.00,-63.00
58435,US,Alaska,53902,-65.00,-171.00
58436,US,Alaska,73092,-87.00,174.00
58437,US,Alabama,58837,-87.00,-115.00
58438,US,Alaska,47799,-75.00,-17.00
58439,US,Alaska,61466,-58.00,-167.00
58440,US,California,51622,-68.00,-39.00
58441,US,Alaska,55120,-85.00,-34.00
58442,US,Arizona,66639,-44.00,83.00
58443,US,Arizona,47345,-88.00,39.00
58444,US,Alaska,52828,-81.00,63.00
58445,US,Alabama,47033,-89.00,162.00
58446,US,Alaska,54139,-74.00,80.00
58447,US,Alaska,64579,-86.00,-24.00
58448,US,Alaska,41725,-88.00,177.00
58449,US,Alabama,61493,-77.00,-163.00
58450,US,Alaska,52828,-89.00,41.00
58451,US,Alabama,52647,-82.00,-152.00
58452,US,Arkansas,61367,-66.00,-62.00
58453,US,Alaska,47802,-87.00,-73.00
58454,US,Arizona,63874,-77.00,53.00
58455,US,Alaska,55164,-76.00,143.00
58456,US,Alaska,56234,-88.00,180.00
58457,US,Alaska,58184,-89.00,71.00
58458,US,Arizona,46958,-55.00,-119.00
58459,US,Alaska,34589,-88.00,106.00
58460,US,Alaska,70821,-81.00,112.00
58461,US,Alaska,59284,-76.00,-110.00
58462,US,Arizona,66419,-73.00,-125.00
58463,US,Alaska,66466,-61.00,-173.00
58464,US,Alaska,50309,-78.00,171.00
58465,US,Alaska,47412,-75.00,-45.00
58466,US,California,49733,-86.00,156.00
58467,US,Alaska,47685,-78.00,-51.00
58468,US,Arkansas,39486,-78.00,-86.00
58469,US,Alaska,66033,-81.00,-33.00
58470,US,Arkansas,40685,-81.00,152.00
58471,US,Arkansas,62365,-80.00,38.00
58472,US,Alaska,42087,-81.00,-31.00
58473,US,Alaska,53742,-76.00,-46.00
58474,US,Alaska,43067,-71.00,-122.00
58475,US,Arizona,75529,-25.00,2.00
58476,US,Alaska,42325,-84.00,-50.00
58477,US,Arizona,57377,-88.00,5.00
58478,US,Alabama,73446,-85.00,177.00
58479,US,Alabama,51371,-58.00,-114.00
58480,US,Arizona,64176,-71.00,14.00
58481,US,Alabama,40034,-88.00,-165.00
58482,US,Alaska,43599,-89.00,-45.00
58483,US,Alaska,71995,-78.00,6.00
58484,US,Alabama,63606,-46.00,53.00
58485,US,Arizona,74019,-58.00,-48.00
58486,US,Alabama,67998,-75.00,4.00
58487,US,Alabama,54844,-50.00,-88.00
58488,US,Arizona,42609,-86.00,132.00
58489,US,Alaska,52254,-69.00,172.00
58490,US,Alaska,40770,-84.00,43.00
58491,US,Alaska,52226,-80.00,-157.00
58492,US,Alaska,73109,-82.00,-121.00
58493,US,Arizona,55803,-90.00,-15.00
58494,US,Alaska,44909,-74.00,-48.00
58495,US,Alaska,61898,-65.00,69.00
58496,US,California,35510,-89.00,86.00
58497,US,Alaska,44448,-88.00,133.00
58498,US,Alaska,31146,-88.00,144.00
58499,US,Arkansas,50457,-57.00,-82.00
58500,US,Alaska,60216,-81.00,-150.00
58501,US,Alaska,50098,-89.00,35.00
58502,US,Alaska,69792,-72.00,-26.00
58503,US,Arkansas,66764,-87.00,-20.00
58504,US,Arizona,67320,-61.00,-9.00
58505,US,Arkansas,57399,-90.00,-24.00
58506,US,Alaska,63289,-61.00,-77.00
58507,US,Arkansas,68550,-89.00,2.00
58508,US,Alaska,51541,-88.00,17.00
58509,US,Alaska,60023,-75.00,-89.00
58510,US,Alaska,73350,-79.00,119.00
58511,US,Alabama,51048,-83.00,-37.00
58512,US,Arizona,74390,-86.00,161.00
58513,US,Alaska,49673,-81.00,104.00
58514,US,Alaska,63920,-71.00,-87.00
58515,US,Connecticut,54915,-76.00,87.00
58516,US,Alaska,27762,-89.00,72.00
58517,US,Alaska,57032,-59.00,-32.00
58518,US,Alabama,54873,-88.00,163.00
58519,US,Arizona,39390,-74.00,-158.00
58520,US,Arizona,59068,-61.00,-161.00
58521,US,Alaska,74999,-72.00,-68.00
58522,US,Alabama,47849,-73.00,-49.00
58523,US,Alaska,48902,-71.00,-124.00
58524,US,Arizona,61994,-58.00,130.00
58525,US,Alaska,43071,-88.00,-150.00
58526,US,Alaska,46921,-79.00,-141.00
58527,US,Alaska,68296,-87.00,-54.00
58528,US,Alaska,61338,-84.00,-100.00
58529,US,California,56957,-57.00,20.00
58530,US,Arizona,37296,-67.00,-100.00
58531,US,Arizona,50826,-80.00,-42.00
58532,US,Alaska,49695,-59.00,-52.00
58533,US,Alaska,56523,-74.00,67.00
58534,US,Alaska,51580,-81.00,-161.00
58535,US,Alaska,41401,-83.00,158.00
58536,US,Alaska,49025,-89.00,54.00
58537,US,Alaska,54241,-64.00,173.00
58538,US,Arizona,77824,-86.00,81.00
58539,US,Arizona,53550,-76.00,-173.00
58540,US,Alabama,59010,-61.00,138.00
58541,US,Alabama,56450,-83.00,-37.00
58542,US,Alabama,17965,-83.00,-145.00
58543,US,Arizona,60816,-78.00,-179.00
58544,US,Arizona,53532,-86.00,-32.00
58545,US,California,51558,-89.00,-127.00
58546,US,Arkansas,54565,-57.00,-89.00
58547,US,Alaska,62506,-65.00,-67.00
58548,US,Alaska,56025,-87.00,-28.00
58549,US,Alaska,47206,-76.00,40.00
58550,US,Alabama,51182,-89.00,-51.00
58551,US,Arizona,68830,-79.00,109.00
58552,US,Alaska,54974,-84.00,-123.00
58553,US,Alabama,48072,-37.00,-120.00
58554,US,Alabama,44654,-58.00,-56.00
58555,US,Arizona,57203,-83.00,-32.00
58556,US,Alaska,41265,-87.00,-98.00
58557,US,Alaska,53692,-80.00,-35.00
58558,US,Alaska,47109,-78.00,61.00
58559,US,Alaska,45784,-70.00,-163.00
58560,US,Arizona,67857,-86.00,106.00
58561,US,Arizona,57078,-80.00,-156.00
58562,US,Alaska,62149,-81.00,-115.00
58563,US,Alaska,49017,-88.00,-2.00
58564,US,Arizona,50499,-64.00,-51.00
58565,US,Alaska,33592,-89.00,-3.00
58566,US,Alabama,53074,-85.00,126.00
58567,US,Arizona,40910,-88.00,-175.00
58568,US,Alaska,69847,-47.00,-148.00
58569,US,Arkansas,55436,-80.00,-139.00
58570,US,Arizona,66104,-89.00,-157.00
58571,US,Alabama,69390,-87.00,-78.00
58572,US,Arizona,62427,-81.00,-124.00
58573,US,Arkansas,40577,-57.00,123.00
58574,US,Arizona,38707,-70.00,14.00
58575,US,Alaska,50371,-85.00,10.00
58576,US,Alaska,36937,-87.00,-39.00
58577,US,Arizona,72918,-83.00,138.00
58578,US,California,43429,-83.00,-168.00
58579,US,Arizona,47722,-84.00,122.00
58580,US,Arizona,51940,-89.00,-85.00
58581,US,Alabama,65177,-88.00,-9.00
58582,US,Alaska,62094,-81.00,119.00
58583,US,California,57646,-70.00,-121.00
58584,US,Alaska,71949,-86.00,61.00
58585,US,Alabama,28820,-73.00,-21.00
58586,US,Alaska,63262,-78.00,-94.00
58587,US,Alaska,69848,-62.00,136.00
58588,US,Alabama,39398,-66.00,114.00
58589,US,Alabama,45942,-24.00,-173.00
58590,US,Alaska,31363,-67.00,88.00
58591,US,Alaska,28679,-52.00,14.00
58592,US,Arizona,57854,-88.00,-76.00
58593,US,Alaska,71546,-66.00,28.00
58594,US,Arkansas,59320,-88.00,95.00
58595,US,Alabama,67841,-87.00,47.00
58596,US,Alaska,31836,-71.00,-92.00
58597,US,Alaska,25982,-86.00,-60.00
58598,US,Alaska,28460,-26.00,-33.00
58599,US,Alaska,59206,-89.00,-5.00
58600,US,Alabama,53151,-85.00,18.00
58601,US,Alaska,30177,-63.00,129.00
58602,US,Arizona,55613,-88.00,173.00
58603,US,Alaska,57703,-76.00,125.00
58604,US,Alaska,71302,-88.00,-163.00
58605,US,Alaska,58524,-85.00,150.00
58606,US,Arizona,19587,-85.00,156.00
58607,US,Alaska,80826,-86.00,121.00
58608,US,Alaska,48198,-82.00,76.00
58609,US,Arizona,61524,-87.00,-33.00
58610,US,Arizona,49652,-88.00,-145.00
58611,US,Arizona,50130,-83.00,33.00
58612,US,Alaska,43491,-87.00,38.00
58613,US,Arkansas,46582,-61.00,75.00
58614,US,Alaska,47908,-77.00,60.00
58615,US,Alaska,28723,-77.00,171.00
58616,US,Arkansas,33639,-89.00,-60.00
58617,US,Alaska,51957,-69.00,-169.00
58618,US,Arkansas,50684,-61.00,7.00
58619,US,Alaska,61872,-61.00,-172.00
58620,US,Alabama,62150,-83.00,29.00
58621,US,Alabama,54119,-82.00,-70.00
58622,US,Alaska,90038,-59.00,81.00
58623,US,Alabama,38561,-89.00,105.00
58624,US,Alaska,44099,-76.00,45.00
58625,US,Alabama,64240,-81.00,-20.00
58626,US,Arizona,59249,-84.00,110.00
58627,US,Arizona,43983,-89.00,29.00
58628,US,Alaska,39751,-84.00,-21.00
58629,US,Alaska,51470,-80.00,-143.00
58630,US,Arkansas,64874,-76.00,143.00
58631,US,California,41489,-80.00,36.00
58632,US,Alaska,61207,-90.00,-12.00
58633,US,Alaska,66376,-47.00,-73.00
58634,US,Arizona,60740,-84.00,28.00
58635,US,Alaska,37411,-72.00,129.00
58636,US,Alaska,49139,-83.00,94.00
58637,US,Alaska,41618,-86.00,150.00
58638,US,Arizona,78586,-71.00,141.00
58639,US,Arkansas,78981,-85.00,26.00
58640,US,Alaska,39193,-73.00,53.00
58641,US,Alabama,53232,-87.00,-106.00
58642,US,Alaska,63046,-70.00,83.00
58643,US,Alaska,47176,-84.00,49.00
58644,US,Alaska,54610,-53.00,-147.00
58645,US,Alaska,71826,-85.00,-44.00
58646,US,Alaska,52417,-79.00,-73.00
58647,US,Alaska,53913,-80.00,-167.00
58648,US,California,37603,-23.00,-163.00
58649,US,Alaska,58581,-75.00,124.00
58650,US,Arizona,60568,-42.00,172.00
58651,US,Arkansas,47558,-87.00,-60.00
58652,US,Alaska,46338,-69.00,-169.00
58653,US,Alaska,66605,-83.00,-27.00
58654,US,Alabama,39592,-82.00,-12.00
58655,US,Alaska,50532,-63.00,29.00
58656,US,Arizona,45297,-68.00,124.00
58657,US,Arkansas,55272,-77.00,90.00
58658,US,Arizona,57020,-77.00,-31.00
58659,US,Alabama,67096,-83.00,-106.00
58660,US,Arkansas,53364,-90.00,-61.00
58661,US,Arizona,40038,-36.00,-53.00
58662,US,Alaska,66945,-84.00,-75.00
58663,US,Alabama,51349,-80.00,-179.00
58664,US,Alaska,39375,-89.00,-131.00
58665,US,Alaska,50580,-86.00,61.00
58666,US,Alabama,57173,-79.00,-60.00
58667,US,Arizona,45867,-77.00,166.00
58668,US,Alaska,51810,-80.00,-123.00
58669,US,Alaska,52703,-83.00,-148.00
58670,US,Alaska,45299,-61.00,68.00
58671,US,California,65954,-68.00,-35.00
58672,US,Arizona,59200,-79.00,19.00
58673,US,Alaska,85084,-77.00,121.00
58674,US,Alaska,18426,-87.00,-25.00
58675,US,Alabama,52699,-78.00,54.00
58676,US,Alabama,37746,-64.00,-162.00
58677,US,Alaska,53966,-89.00,15.00
58678,US,Alaska,62565,-86.00,22.00
58679,US,Alaska,75210,-61.00,-114.00
58680,US,California,47630,-89.00,163.00
58681,US,Alabama,44994,-84.00,-4.00
58682,US,Alabama,32545,-70.00,-135.00
58683,US,Arizona,53274,-76.00,8.00
58684,US,Alaska,37147,-86.00,-62.00
58685,US,Arizona,58455,-88.00,12.00
58686,US,Alaska,70296,-78.00,27.00
58687,US,Alaska,58594,-53.00,-43.00
58688,US,Alaska,64245,-53.00,61.00
58689,US,Arizona,48123,-50.00,-154.00
58690,US,Arizona,39127,-82.00,-115.00
58691,US,Alaska,41349,-89.00,-32.00
58692,US,Alaska,59343,-88.00,74.00
58693,US,Alaska,53031,-89.00,127.00
58694,US,California,48501,-79.00,157.00
58695,US,Arizona,41072,-79.00,2.00
78261,US,Alabama,45588,-57.00,11.00
78262,US,Arkansas,71327,-88.00,44.00
78263,US,California,79090,-65.00,120.00
78264,US,Alaska,21845,-51.00,46.00
78265,US,Arizona,41886,-81.00,124.00
78266,US,Alaska,61106,-60.00,103.00
78267,US,Arkansas,42156,-82.00,-115.00
78268,US,Alabama,69668,-17.00,-32.00
78269,US,Alaska,61457,-84.00,-140.00
78270,US,Alabama,58281,-73.00,9.00
78271,US,Arkansas,51302,-87.00,19.00
78272,US,Alaska,36428,-88.00,-149.00
78273,US,California,38966,-89.00,-14.00
78274,US,Alaska,59867,-68.00,-35.00
78275,US,Arizona,57713,-74.00,38.00
78276,US,Arkansas,72380,-86.00,81.00
78277,US,Arizona,52636,-81.00,-112.00
78278,US,Alaska,66050,-72.00,143.00
78279,US,Alaska,50336,-77.00,48.00
78280,US,Alaska,59977,-88.00,-117.00
78281,US,Alaska,68161,-90.00,41.00
78282,US,Arizona,69916,-74.00,107.00
78283,US,California,62996,-74.00,70.00
78284,US,Alaska,76792,-87.00,46.00
78285,US,Alabama,46370,-38.00,116.00
78286,US,Alabama,59729,-59.00,177.00
78287,US,Alaska,60423,-77.00,175.00
78288,US,Arizona,55980,-86.00,83.00
78289,US,Arizona,73922,-89.00,85.00
78290,US,Arizona,45216,-88.00,-120.00
78291,US,Alaska,60148,-85.00,10.00
78292,US,Alaska,49104,-83.00,-60.00
78293,US,Arkansas,72192,-70.00,63.00
78294,US,Alaska,54103,-84.00,32.00
78295,US,Alabama,54211,-74.00,-174.00
78296,US,Alabama,55576,-75.00,-104.00
78297,US,Alaska,63166,-67.00,9.00
78298,US,Arizona,68416,-76.00,-23.00
78299,US,Alaska,43790,-89.00,57.00
78300,US,Alaska,46485,-77.00,68.00
78301,US,Arkansas,50462,-87.00,-43.00
78302,US,Alaska,69293,-76.00,-15.00
78303,US,Connecticut,54197,-74.00,92.00
78304,US,Alaska,70717,-80.00,82.00
78305,US,Alaska,51300,-75.00,101.00
78306,US,Arizona,62307,-83.00,-144.00
78307,US,Arizona,64503,-50.00,-115.00
78308,US,Alaska,49732,-85.00,-69.00
78309,US,Alaska,86013,-77.00,-1.00
78310,US,Alaska,57292,-38.00,-38.00
78311,US,Alaska,59848,-82.00,65.00
78312,US,Alaska,50855,-75.00,-175.00
78313,US,Arizona,53802,-51.00,135.00
78314,US,Alaska,59827,-71.00,5.00
78315,US,Arizona,45771,-75.00,46.00
78316,US,Arizona,36741,-85.00,-64.00
78317,US,Alaska,33904,-84.00,142.00
78318,US,Alaska,41944,-74.00,-139.00
78319,US,Alaska,54119,-77.00,166.00
78320,US,Alaska,32207,-90.00,-178.00
78321,US,Alaska,56806,-76.00,122.00
78322,US,Alaska,73416,-76.00,-105.00
78323,US,Alabama,50115,-64.00,-28.00
78324,US,Alabama,45813,-87.00,48.00
78325,US,Alaska,43524,-74.00,-161.00
78326,US,Arizona,45574,-81.00,-90.00
78327,US,Alaska,63046,-83.00,-157.00
78328,US,Alaska,48901,-78.00,41.00
78329,US,Arizona,55652,-78.00,134.00
78330,US,Arizona,35652,-79.00,104.00
78331,US,Alabama,50361,-74.00,-157.00
78332,US,Alaska,56241,-76.00,-111.00
78333,US,Alaska,57720,-55.00,73.00
78334,US,Alabama,52462,-86.00,17.00
78335,US,Alabama,29837,-81.00,12.00
78336,US,Alabama,40720,-83.00,-16.00
78337,US,Arkansas,51876,-81.00,92.00
78338,US,Alabama,63600,-84.00,67.00
78339,US,Alaska,32064,-77.00,112.00
78340,US,Alabama,50764,-88.00,56.00
78341,US,Alaska,58631,-81.00,106.00
78342,US,Alaska,57344,-67.00,-178.00
78343,US,Arizona,35376,-89.00,-123.00
78344,US,Arizona,66199,-71.00,78.00
78345,US,Alabama,58369,-81.00,-8.00
78346,US,Alabama,37877,-88.00,52.00
78347,US,Alaska,85503,-86.00,84.00
78348,US,Alabama,58759,-79.00,-147.00
78349,US,Arkansas,64368,-51.00,-163.00
78350,US,Alabama,60802,-77.00,-157.00
78351,US,Arizona,57498,-86.00,-41.00
78352,US,Alaska,38065,-76.00,-129.00
78353,US,Alaska,65014,-60.00,26.00
78354,US,Alaska,71310,-87.00,-53.00
78355,US,Alabama,57366,-87.00,105.00
78356,US,Alaska,43615,-74.00,143.00
78357,US,Alabama,63178,-60.00,160.00
78358,US,Alabama,45519,-87.00,-39.00
78359,US,Alabama,56791,-58.00,16.00
78360,US,Alaska,55289,-78.00,28.00
78361,US,Arizona,64497,-76.00,-80.00
78362,US,Arkansas,47903,-70.00,107.00
78363,US,Alabama,53905,-90.00,25.00
78364,US,Arizona,69401,-88.00,-169.00
78365,US,Alaska,54990,-89.00,-70.00
78366,US,Arkansas,69853,-79.00,-75.00
78367,US,Arizona,66095,-63.00,96.00
78368,US,Alabama,66732,-85.00,61.00
78369,US,Alaska,57066,-84.00,-36.00
78370,US,Alaska,48978,-90.00,155.00
78371,US,Arizona,42240,-66.00,35.00
78372,US,Alaska,58126,-86.00,135.00
78373,US,Arizona,48706,-88.00,-119.00
78374,US,Arizona,64367,-53.00,-24.00
78375,US,Arkansas,51488,-84.00,-7.00
78376,US,Alaska,45405,-87.00,100.00
78377,US,Alaska,82685,-83.00,69.00
78378,US,Alaska,25929,-88.00,98.00
78379,US,Alaska,40012,-86.00,160.00
78380,US,California,41627,-74.00,77.00
78381,US,Alabama,60939,-53.00,-154.00
78382,US,Arizona,45876,-58.00,34.00
78383,US,Alabama,58637,-82.00,-47.00
78384,US,Arizona,74719,-62.00,19.00
78385,US,Alaska,62162,-76.00,171.00
78386,US,Alaska,68443,-81.00,153.00
78387,US,Alaska,54644,-35.00,26.00
78388,US,Arizona,48946,-79.00,-162.00
78389,US,Alaska,54405,-61.00,54.00
78390,US,Arizona,40104,-59.00,-93.00
78391,US,Arizona,66761,-76.00,15.00
78392,US,Alaska,35508,-88.00,-143.00
78393,US,Arkansas,45145,-88.00,-76.00
78394,US,Alaska,59382,-81.00,-72.00
78395,US,Alabama,51840,-41.00,131.00
78396,US,Alaska,62659,-85.00,-120.00
78397,US,Arizona,39076,-82.00,-17.00
78398,US,Arizona,67929,-27.00,-74.00
78399,US,Arkansas,45452,-86.00,-128.00
78400,US,Alabama,50132,-74.00,77.00
78401,US,Alaska,23855,-73.00,134.00
78402,US,Alaska,33984,-68.00,20.00
78403,US,Alaska,50160,-87.00,-36.00
78404,US,Alaska,52701,-82.00,-178.00
78405,US,Alaska,44147,-89.00,98.00
78406,US,Arkansas,61796,-85.00,172.00
78407,US,Alabama,60282,-85.00,-67.00
78408,US,Alaska,57108,-79.00,-146.00
78409,US,Alaska,59583,-90.00,38.00
78410,US,Alaska,31246,-70.00,113.00
78411,US,Arizona,59710,-73.00,24.00
78412,US,Alaska,53209,-55.00,-81.00
78413,US,Alaska,40810,-70.00,178.00
78414,US,Alaska,61765,-86.00,-44.00
78415,US,Arizona,41055,-88.00,-34.00
78416,US,Alabama,61082,-72.00,133.00
78417,US,Alabama,73155,-72.00,-146.00
78418,US,Alabama,57520,-73.00,127.00
78419,US,Arizona,59624,-82.00,175.00
78420,US,Arkansas,59576,-74.00,-148.00
78421,US,Alaska,64756,-78.00,-66.00
78422,US,Arkansas,27910,-84.00,-23.00
78423,US,Alaska,57601,-78.00,142.00
78424,US,Alaska,65608,-76.00,82.00
78425,US,Arizona,61675,-73.00,-58.00
78426,US,Alaska,63463,-57.00,154.00
78427,US,Alabama,63549,-84.00,150.00
78428,US,Alaska,52308,-87.00,16.00
78429,US,Alaska,38828,-58.00,66.00
78430,US,Alaska,51250,-62.00,128.00
78431,US,California,39839,-85.00,-90.00
78432,US,Alaska,56579,-83.00,42.00
78433,US,Arkansas,50894,-85.00,-91.00
78434,US,Arkansas,52422,-86.00,-117.00
78435,US,Arizona,51745,-87.00,-114.00
78436,US,Alabama,50908,-78.00,13.00
78437,US,Alaska,67017,-83.00,121.00
78438,US,Alaska,54999,-81.00,89.00
78439,US,Alaska,39114,-45.00,-156.00
78440,US,Alaska,58083,-85.00,-177.00
78441,US,Alabama,42086,-68.00,31.00
78442,US,Arizona,52800,-87.00,-64.00
78443,US,Alaska,62291,-84.00,135.00
78444,US,Alabama,40776,-82.00,-121.00
78445,US,Alaska,36720,-88.00,174.00
78446,US,Alaska,72870,-76.00,-127.00
78447,US,Alabama,74534,-83.00,-173.00
78448,US,Arkansas,40016,-79.00,3.00
78449,US,Alabama,66980,-64.00,101.00
78450,US,Alaska,59556,-66.00,-11.00
78451,US,Alabama,46551,-88.00,-13.00
78452,US,Connecticut,45084,-26.00,-36.00
78453,US,Alaska,72855,-88.00,118.00
78454,US,Alaska,72508,-87.00,116.00
78455,US,Alaska,45351,-74.00,-54.00
78456,US,Arizona,71722,-51.00,-87.00
78457,US,Alabama,42551,-79.00,-121.00
78458,US,Alaska,68471,-65.00,95.00
78459,US,Arizona,46086,-63.00,36.00
78460,US,Alaska,45254,-86.00,-149.00
78461,US,Arkansas,48570,-83.00,-36.00
78462,US,Arkansas,57897,-81.00,-121.00
78463,US,Alaska,95982,-52.00,175.00
78464,US,Alaska,65553,-77.00,57.00
78465,US,California,67890,-47.00,-124.00
78466,US,Alaska,29921,-66.00,-58.00
78467,US,Alaska,61078,-84.00,-133.00
78468,US,Alabama,59490,-79.00,-35.00
78469,US,Alaska,53034,-85.00,52.00
78470,US,Arizona,59106,-85.00,-55.00
78471,US,Arizona,37269,-37.00,-119.00
78472,US,Alaska,62717,-50.00,96.00
78473,US,Alaska,56466,-76.00,7.00
78474,US,Alaska,46808,-49.00,47.00
78475,US,Arkansas,42744,-90.00,168.00
78476,US,Alaska,44143,-89.00,-30.00
78477,US,Alabama,67572,-58.00,81.00
78478,US,Alabama,51154,-90.00,88.00
78479,US,Alaska,60406,-23.00,-28.00
78480,US,Alaska,73597,-77.00,64.00
78481,US,Alaska,61117,-87.00,-32.00
78482,US,Alaska,66690,-89.00,-44.00
78483,US,Alaska,48399,-89.00,171.00
78484,US,Alabama,72247,-76.00,-93.00
78485,US,Alaska,32286,-86.00,-158.00
78486,US,Arkansas,52100,-76.00,-104.00
78487,US,Alaska,82606,-68.00,54.00
78488,US,Alaska,61388,-81.00,-32.00
78489,US,Arizona,45772,-78.00,154.00
78490,US,Alaska,59698,-80.00,84.00
78491,US,Alaska,26229,-71.00,16.00
78492,US,Alabama,55512,-55.00,62.00
78493,US,Alaska,38288,-78.00,-175.00
78494,US,Arizona,78227,-83.00,88.00
78495,US,Alaska,52786,-84.00,46.00
78496,US,Alabama,45409,-75.00,51.00
78497,US,Arizona,42396,-82.00,88.00
78498,US,Alaska,60396,-88.00,-140.00
78499,US,Alaska,19111,-61.00,32.00
78500,US,Alabama,25635,-57.00,122.00
78501,US,Alaska,53529,-72.00,-72.00
78502,US,Alaska,34296,-89.00,29.00
78503,US,Arizona,48641,-49.00,52.00
78504,US,Arkansas,58298,-85.00,96.00
78505,US,Alaska,71828,-38.00,99.00
78506,US,Alabama,60414,-81.00,-21.00
78507,US,Connecticut,81655,-83.00,-30.00
78508,US,Arizona,39323,-76.00,-97.00
78509,US,Alaska,60523,-81.00,-120.00
78510,US,Alaska,43147,-84.00,-115.00
78511,US,Arizona,50113,-55.00,-3.00
78512,US,Arizona,56843,-79.00,-33.00
78513,US,Alabama,47283,-69.00,-42.00
78514,US,Alaska,47557,-75.00,-104.00
78515,US,California,72457,-85.00,-65.00
78516,US,Alaska,62044,-75.00,77.00
78517,US,Alabama,33120,-34.00,36.00
78518,US,Alabama,61041,-47.00,-78.00
78519,US,Alaska,55065,-85.00,116.00
78520,US,Alaska,42124,-83.00,-101.00
78521,US,Arizona,61936,-64.00,73.00
78522,US,Alabama,57240,-35.00,174.00
78523,US,Arizona,54889,-89.00,-126.00
78524,US,Alaska,46925,-89.00,38.00
78525,US,Alaska,52228,-65.00,14.00
78526,US,Alabama,59413,-81.00,-13.00
78527,US,Alaska,38676,-40.00,1.00
78528,US,Alaska,47959,-56.00,136.00
78529,US,Alabama,64835,-86.00,53.00
78530,US,Alaska,50686,-86.00,50.00
78531,US,Alabama,55501,-84.00,-85.00
